"RelativePath"                                                                , "Width", "Height", "Format"
"ui\aeon\game\construct-tech_btn\r_upgrade_btn_over.dds"                      , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\r_upgrade_btn_selected.dds"                  , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\r_upgrade_btn_up.dds"                        , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t1_btn_dis.dds"                              , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t1_btn_down.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t1_btn_over.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t1_btn_selected.dds"                         , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t1_btn_up.dds"                               , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t2_btn_dis.dds"                              , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t2_btn_down.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t2_btn_over.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t2_btn_selected.dds"                         , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t2_btn_up.dds"                               , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t3_btn_dis.dds"                              , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t3_btn_down.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t3_btn_over.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t3_btn_selected.dds"                         , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t3_btn_up.dds"                               , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t4_btn_dis.dds"                              , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t4_btn_down.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t4_btn_over.dds"                             , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t4_btn_selected.dds"                         , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\t4_btn_up.dds"                               , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\template_btn_dis.dds"                        , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\template_btn_down.dds"                       , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\template_btn_over.dds"                       , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\template_btn_selected.dds"                   , "32"   , "32"    , "dds"
"ui\aeon\game\construct-tech_btn\template_btn_up.dds"                         , "32"   , "32"    , "dds"
"ui\aeon\game\construction-pause_btn\pause_btn_dis.dds"                       , "32"   , "36"    , "dds"
"ui\aeon\game\construction-pause_btn\pause_btn_down.dds"                      , "32"   , "36"    , "dds"
"ui\aeon\game\construction-pause_btn\pause_btn_over.dds"                      , "32"   , "36"    , "dds"
"ui\aeon\game\construction-pause_btn\pause_btn_up.dds"                        , "32"   , "36"    , "dds"
"ui\aeon\game\construction-tab_btn\enhance-back_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\enhance-back_icon_bmp.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\enhance-l-arm_icon_bmp.dds"                , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\enhance-l-arm_icon_bmp.png"                , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\enhance-r-arm_icon_bmp.dds"                , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\enhance-r-arm_icon_bmp.png"                , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\experimental_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\experimental_icon_bmp.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-level-1_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-level-1_icon_bmp.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-level-2_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-level-2_icon_bmp.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-level-3_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-level-3_icon_bmp.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_dis.dds"                      , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_dis.png"                      , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_down.dds"                     , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_down.png"                     , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_over.dds"                     , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_over.png"                     , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_selected.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_selected.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_up.dds"                       , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\tech-tab_btn_up.png"                       , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\units-attached_icon_bmp.dds"               , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\units-attached_icon_bmp.png"               , "56"   , "32"    , "png"
"ui\aeon\game\construction-tab_btn\units-select_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\aeon\game\construction-tab_btn\units-select_icon_bmp.png"                 , "56"   , "32"    , "png"
"ui\aeon\game\control-group-bracket\panel-score_bmp_b.dds"                    , "72"   , "24"    , "dds"
"ui\aeon\game\control-group-bracket\panel-score_bmp_m.dds"                    , "76"   , "4"     , "dds"
"ui\aeon\game\control-group-bracket\panel-score_bmp_t.dds"                    , "76"   , "48"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ll_btn_dis.dds"                         , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ll_btn_down.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ll_btn_over.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ll_btn_up.dds"                          , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-lr_btn_dis.dds"                         , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-lr_btn_down.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-lr_btn_over.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-lr_btn_up.dds"                          , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ul_btn_dis.dds"                         , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ul_btn_down.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ul_btn_over.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ul_btn_up.dds"                          , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ur_btn_dis.dds"                         , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ur_btn_down.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ur_btn_over.dds"                        , "80"   , "96"    , "dds"
"ui\aeon\game\drag-handle\drag-handle-ur_btn_up.dds"                          , "80"   , "96"    , "dds"
"ui\aeon\game\economic-overlay\econ_bmp_l.dds"                                , "24"   , "32"    , "dds"
"ui\aeon\game\economic-overlay\econ_bmp_m.dds"                                , "4"    , "32"    , "dds"
"ui\aeon\game\economic-overlay\econ_bmp_r.dds"                                , "12"   , "32"    , "dds"
"ui\aeon\game\filter-ping-list-panel\energy-bar_bmp.dds"                      , "28"   , "16"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_bmp_b.dds"                         , "128"  , "24"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_bmp_m.dds"                         , "128"  , "8"     , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_bmp_t.dds"                         , "128"  , "24"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_horz_um.dds"                   , "8"    , "20"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_ll.dds"                        , "24"   , "24"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_lm.dds"                        , "8"    , "20"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_lr.dds"                        , "24"   , "24"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_m.dds"                         , "8"    , "8"     , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_ul.dds"                        , "24"   , "24"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_ur.dds"                        , "24"   , "24"    , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_vert_l.dds"                    , "24"   , "8"     , "dds"
"ui\aeon\game\filter-ping-list-panel\panel_brd_vert_r.dds"                    , "24"   , "8"     , "dds"
"ui\aeon\game\filter-ping-panel\bracket-energy-l_bmp.dds"                     , "24"   , "72"    , "dds"
"ui\aeon\game\filter-ping-panel\bracket-energy-r_bmp.dds"                     , "24"   , "72"    , "dds"
"ui\aeon\game\filter-ping-panel\bracket-left_bmp.dds"                         , "28"   , "68"    , "dds"
"ui\aeon\game\filter-ping-panel\filter-ping-panel02_bmp.dds"                  , "180"  , "72"    , "dds"
"ui\aeon\game\infinite_btn\infinite_btn_dis.dds"                              , "32"   , "36"    , "dds"
"ui\aeon\game\infinite_btn\infinite_btn_down.dds"                             , "32"   , "36"    , "dds"
"ui\aeon\game\infinite_btn\infinite_btn_over.dds"                             , "32"   , "36"    , "dds"
"ui\aeon\game\infinite_btn\infinite_btn_up.dds"                               , "32"   , "36"    , "dds"
"ui\aeon\game\medium-btn\medium_btn_dis.dds"                                  , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium_btn_down.dds"                                 , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium_btn_glow.dds"                                 , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium_btn_over.dds"                                 , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium_btn_up.dds"                                   , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium-btn_dis.dds"                                  , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium-btn_down.dds"                                 , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium-btn_glow.dds"                                 , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium-btn_over.dds"                                 , "296"  , "72"    , "dds"
"ui\aeon\game\medium-btn\medium-btn_up.dds"                                   , "296"  , "72"    , "dds"
"ui\aeon\game\menu-btns\close_btn_dis.dds"                                    , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\close_btn_down.dds"                                   , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\close_btn_over.dds"                                   , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\close_btn_up.dds"                                     , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\config_btn_dis.dds"                                   , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\config_btn_down.dds"                                  , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\config_btn_over.dds"                                  , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\config_btn_up.dds"                                    , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\default_btn_dis.dds"                                  , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\default_btn_down.dds"                                 , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\default_btn_over.dds"                                 , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\default_btn_up.dds"                                   , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pin_btn_dis.dds"                                      , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pin_btn_down.dds"                                     , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pin_btn_over.dds"                                     , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pin_btn_up.dds"                                       , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pinned_btn_dis.dds"                                   , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pinned_btn_down.dds"                                  , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pinned_btn_over.dds"                                  , "24"   , "24"    , "dds"
"ui\aeon\game\menu-btns\pinned_btn_up.dds"                                    , "24"   , "24"    , "dds"
"ui\aeon\game\mfd_btn\control_btn_dis.dds"                                    , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\control_btn_down.dds"                                   , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\control_btn_over.dds"                                   , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\control_btn_up.dds"                                     , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\defenses_btn_dis.dds"                                   , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\defenses_btn_down.dds"                                  , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\defenses_btn_over.dds"                                  , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\defenses_btn_up.dds"                                    , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\economy_btn_dis.dds"                                    , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\economy_btn_down.dds"                                   , "44"   , "32"    , "dds"
"ui\aeon\game\mfd_btn\economy_btn_over.dds"                                   , "44"   , "32"    , "dds"
